PokemonID	name	pokedex_number	PokemonPhase_5cat	generation	type1	type2	height_m	weight_kg	hp	attack	defense	sp_attack	sp_defense	speed	total	catch_rate	percentage_male	base_happiness_8	special_status	gender_unknown	dual_type	is_rock	is_steel	is_ground	is_water	is_fire	is_grass	is_bug	is_ice	is_dragon	is_flying	is_fairy	is_ghost	is_poison	is_electric	is_normal	is_dark	is_psychic	is_fighting	gender_cat	happiness_cat	BMI
255	Torchic	255	Base	3	fire	NA	0.4	2.5	45	60	40	70	50	45	310	45	87.5	50	normal	0	Single	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	15.625
255	Combusken	256	Phase1	3	fire	fighting	0.9	19.5	60	85	60	85	60	55	405	45	87.5	50	normal	0	Dual	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	Mostly males	Normal	24.07407407
255	Blaziken	257	Phase2	3	fire	fighting	1.9	52	80	120	70	110	70	80	530	45	87.5	50	normal	0	Dual	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	Mostly males	Normal	14.40443213
258	Mudkip	258	Base	3	water	NA	0.4	7.6	50	70	50	50	50	40	310	45	87.5	50	normal	0	Single	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	47.5
258	Marshtomp	259	Phase1	3	water	ground	0.7	28	70	85	70	60	70	50	405	45	87.5	50	normal	0	Dual	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	57.14285714
258	Swampert	260	Phase2	3	water	ground	1.5	81.9	100	110	90	85	90	60	535	45	87.5	50	normal	0	Dual	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	36.4
261	Poochyena	261	Base	3	dark	NA	0.5	13.6	35	55	35	30	30	35	220	255	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Equal	Normal	54.4
261	Mightyena	262	Phase1	3	dark	NA	1	37	70	90	70	60	60	70	420	127	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Equal	Normal	37
263	Zigzagoon	263	Base	3	normal	NA	0.4	17.5	38	30	41	30	41	60	240	255	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Equal	Normal	109.375
263	Linoone	264	Phase1	3	normal	NA	0.5	32.5	78	70	61	50	61	100	420	90	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Equal	Normal	130
265	Wurmple	265	Base	3	bug	NA	0.3	3.6	45	45	35	20	30	20	195	255	50	50	normal	0	Single	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	40
265	Silcoon	266	Phase1	3	bug	NA	0.6	10	50	35	55	25	25	15	205	120	50	50	normal	0	Single	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	27.77777778
265	Beautifly	267	Phase2	3	bug	flying	1	28.4	60	70	50	100	50	65	395	45	50	50	normal	0	Dual	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	Equal	Normal	28.4
265	Cascoon	268	Phase1	3	bug	NA	0.7	11.5	50	35	55	25	25	15	205	120	50	50	normal	0	Single	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	23.46938776
265	Dustox	269	Phase2	3	bug	poison	1.2	31.6	60	50	70	50	90	65	385	45	50	50	normal	0	Dual	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	Equal	Normal	21.94444444
270	Lotad	270	Base	3	water	grass	0.5	2.6	40	30	30	40	50	30	220	255	50	50	normal	0	Dual	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	10.4
270	Lombre	271	Phase1	3	water	grass	1.2	32.5	60	50	50	60	70	50	340	120	50	50	normal	0	Dual	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	22.56944444
270	Ludicolo	272	Phase2	3	water	grass	1.5	55	80	70	70	90	100	70	480	45	50	50	normal	0	Dual	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	24.44444444
273	Seedot	273	Base	3	grass	NA	0.5	4	40	40	50	30	30	30	220	255	50	50	normal	0	Single	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	16
273	Nuzleaf	274	Phase1	3	grass	dark	1	28	70	70	40	60	40	60	340	120	50	50	normal	0	Dual	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	Equal	Normal	28
273	Shiftry	275	Phase2	3	grass	dark	1.3	59.6	90	100	60	90	60	80	480	45	50	50	normal	0	Dual	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	Equal	Normal	35.26627219
276	Taillow	276	Base	3	normal	flying	0.3	2.3	40	55	30	30	30	85	270	200	50	50	normal	0	Dual	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	Equal	Normal	25.55555556
276	Swellow	277	Phase1	3	normal	flying	0.7	19.8	60	85	60	75	50	125	455	45	50	50	normal	0	Dual	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	Equal	Normal	40.40816327
278	Wingull	278	Base	3	water	flying	0.6	9.5	40	30	30	55	30	85	270	190	50	50	normal	0	Dual	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Equal	Normal	26.38888889
278	Pelipper	279	Phase1	3	water	flying	1.2	28	60	50	100	95	70	65	440	45	50	50	normal	0	Dual	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Equal	Normal	19.44444444
280	Ralts	280	Base	3	psychic	fairy	0.4	6.6	28	25	25	45	35	40	198	235	50	35	normal	0	Dual	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	Equal	Unhappy	41.25
280	Kirlia	281	Phase1	3	psychic	fairy	0.8	20.2	38	35	35	65	55	50	278	120	50	35	normal	0	Dual	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	Equal	Unhappy	31.5625
280	Gardevoir	282	Phase2	3	psychic	fairy	1.6	48.4	68	65	65	125	115	80	518	45	50	35	normal	0	Dual	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	Equal	Unhappy	18.90625
283	Surskit	283	Base	3	bug	water	0.5	1.7	40	30	32	50	52	65	269	200	50	50	normal	0	Dual	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	6.8
283	Masquerain	284	Phase1	3	bug	flying	0.8	3.6	70	60	62	100	82	80	454	75	50	50	normal	0	Dual	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	Equal	Normal	5.625
285	Shroomish	285	Base	3	grass	NA	0.4	4.5	60	40	60	40	60	35	295	255	50	50	normal	0	Single	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	28.125
285	Breloom	286	Phase1	3	grass	fighting	1.2	39.2	60	130	80	60	60	70	460	90	50	50	normal	0	Dual	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Equal	Normal	27.22222222
287	Slakoth	287	Base	3	normal	NA	0.8	24	60	60	60	35	35	30	280	255	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Equal	Normal	37.5
287	Vigoroth	288	Phase1	3	normal	NA	1.4	46.5	80	80	80	55	55	90	440	120	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Equal	Normal	23.7244898
287	Slaking	289	Phase2	3	normal	NA	2	130.5	150	160	100	95	65	100	670	45	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Equal	Normal	32.625
290	Nincada	290	Base	3	bug	ground	0.5	5.5	31	45	90	30	30	40	266	255	50	50	normal	0	Dual	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	22
290	Ninjask	291	Phase1	3	bug	flying	0.8	12	61	90	45	50	50	160	456	120	50	50	normal	0	Dual	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	Equal	Normal	18.75
290	Shedinja	292	Phase1	3	bug	ghost	0.8	1.2	1	90	45	30	30	40	236	45	NA	50	normal	1	Dual	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	Genderless	Normal	1.875
293	Whismur	293	Base	3	normal	NA	0.6	16.3	64	51	23	51	23	28	240	190	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Equal	Normal	45.27777778
293	Loudred	294	Phase1	3	normal	NA	1	40.5	84	71	43	71	43	48	360	120	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Equal	Normal	40.5
293	Exploud	295	Phase2	3	normal	NA	1.5	84	104	91	63	91	73	68	490	45	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Equal	Normal	37.33333333
296	Makuhita	296	Base	3	fighting	NA	1	86.4	72	60	30	20	30	25	237	180	75	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Mostly males	Normal	86.4
296	Hariyama	297	Phase1	3	fighting	NA	2.3	253.8	144	120	60	40	60	50	474	200	75	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Mostly males	Normal	47.97731569
298	Azurill	298	Baby	3	normal	fairy	0.2	2	50	20	40	20	40	20	190	150	25	50	normal	0	Dual	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	Mostly females	Normal	50
299	Nosepass	299	Base	3	rock	NA	1	97	30	45	135	45	90	30	375	255	50	50	normal	0	Single	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	97
300	Skitty	300	Base	3	normal	NA	0.6	11	50	45	45	35	35	50	260	255	25	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Mostly females	Normal	30.55555556
300	Delcatty	301	Phase1	3	normal	NA	1.1	32.6	70	65	65	55	55	90	400	60	25	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Mostly females	Normal	26.94214876
302	Sableye	302	NotEvolving	3	dark	ghost	0.5	11	50	75	75	65	65	50	380	45	50	35	normal	0	Dual	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	Equal	Unhappy	44
303	Mawile	303	NotEvolving	3	steel	fairy	0.6	11.5	50	85	85	55	55	50	380	45	50	50	normal	0	Dual	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Equal	Normal	31.94444444
304	Aron	304	Base	3	steel	rock	0.4	60	50	70	100	40	40	30	330	180	50	35	normal	0	Dual	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Unhappy	375
304	Lairon	305	Phase1	3	steel	rock	0.9	120	60	90	140	50	50	40	430	90	50	35	normal	0	Dual	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Unhappy	148.1481481
304	Aggron	306	Phase2	3	steel	rock	2.1	360	70	110	180	60	60	50	530	45	50	35	normal	0	Dual	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Unhappy	81.63265306
307	Meditite	307	Base	3	fighting	psychic	0.6	11.2	30	40	55	40	55	60	280	180	50	50	normal	0	Dual	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Equal	Normal	31.11111111
307	Medicham	308	Phase1	3	fighting	psychic	1.3	31.5	60	60	75	60	75	80	410	90	50	50	normal	0	Dual	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Equal	Normal	18.63905325
309	Electrike	309	Base	3	electric	NA	0.6	15.2	40	45	40	65	40	65	295	120	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Equal	Normal	42.22222222
309	Manectric	310	Phase1	3	electric	NA	1.5	40.2	70	75	60	105	60	105	475	45	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Equal	Normal	17.86666667
311	Plusle	311	NotEvolving	3	electric	NA	0.4	4.2	60	50	40	85	75	95	405	200	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Equal	Normal	26.25
312	Minun	312	NotEvolving	3	electric	NA	0.4	4.2	60	40	50	75	85	95	405	200	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Equal	Normal	26.25
313	Volbeat	313	NotEvolving	3	bug	NA	0.7	17.7	65	73	75	47	85	85	430	150	100	50	normal	0	Single	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	36.12244898
314	Illumise	314	NotEvolving	3	bug	NA	0.6	17.7	65	47	75	73	85	85	430	150	0	50	normal	0	Single	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Mostly females	Normal	49.16666667
406	Roselia	315	Base	3	grass	poison	0.3	2	50	60	45	100	80	65	400	150	50	50	normal	0	Dual	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	Equal	Normal	22.22222222
316	Gulpin	316	Base	3	poison	NA	0.4	10.3	70	43	53	43	53	40	302	225	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Equal	Normal	64.375
316	Swalot	317	Phase1	3	poison	NA	1.7	80	100	73	83	73	83	55	467	75	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Equal	Normal	27.6816609
318	Carvanha	318	Base	3	water	dark	0.8	20.8	45	90	20	65	20	65	305	225	50	35	normal	0	Dual	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Equal	Unhappy	32.5
318	Sharpedo	319	Phase1	3	water	dark	1.8	88.8	70	120	40	95	40	95	460	60	50	35	normal	0	Dual	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Equal	Unhappy	27.40740741
320	Wailmer	320	Base	3	water	NA	2	130	130	70	35	70	35	60	400	125	50	50	normal	0	Single	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	32.5
320	Wailord	321	Phase1	3	water	NA	14.5	398	170	90	45	90	45	60	500	60	50	50	normal	0	Single	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	1.892984542
322	Numel	322	Base	3	fire	ground	0.7	24	60	60	40	65	45	35	305	255	50	50	normal	0	Dual	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	48.97959184
322	Camerupt	323	Phase1	3	fire	ground	1.9	220	70	100	70	105	75	40	460	150	50	50	normal	0	Dual	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	60.94182825
324	Torkoal	324	NotEvolving	3	fire	NA	0.5	80.4	70	85	140	85	70	20	470	90	50	50	normal	0	Single	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	321.6
325	Spoink	325	Base	3	psychic	NA	0.7	30.6	60	25	35	70	80	60	330	255	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Equal	Normal	62.44897959
325	Grumpig	326	Phase1	3	psychic	NA	0.9	71.5	80	45	65	90	110	80	470	60	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Equal	Normal	88.27160494
327	Spinda	327	NotEvolving	3	normal	NA	1.1	5	60	60	60	60	60	60	360	255	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Equal	Normal	4.132231405
328	Trapinch	328	Base	3	ground	NA	0.7	15	45	100	45	45	45	10	290	255	50	50	normal	0	Single	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	30.6122449
328	Vibrava	329	Phase1	3	ground	dragon	1.1	15.3	50	70	50	50	50	70	340	120	50	50	normal	0	Dual	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Equal	Normal	12.6446281
328	Flygon	330	Phase2	3	ground	dragon	2	82	80	100	80	80	80	100	520	45	50	50	normal	0	Dual	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Equal	Normal	20.5
331	Cacnea	331	Base	3	grass	NA	0.4	51.3	50	85	40	85	40	35	335	190	50	35	normal	0	Single	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Unhappy	320.625
331	Cacturne	332	Phase1	3	grass	dark	1.3	77.4	70	115	60	115	60	55	475	60	50	35	normal	0	Dual	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	Equal	Unhappy	45.79881657
333	Swablu	333	Base	3	normal	flying	0.4	1.2	45	40	60	40	75	50	310	255	50	50	normal	0	Dual	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	Equal	Normal	7.5
333	Altaria	334	Phase1	3	dragon	flying	1.1	20.6	75	70	90	70	105	80	490	45	50	50	normal	0	Dual	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	Equal	Normal	17.02479339
335	Zangoose	335	NotEvolving	3	normal	NA	1.3	40.3	73	115	60	60	60	90	458	90	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Equal	Normal	23.84615385
336	Seviper	336	NotEvolving	3	poison	NA	2.7	52.5	73	100	60	100	60	65	458	90	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Equal	Normal	7.201646091
337	Lunatone	337	NotEvolving	3	rock	psychic	1	168	90	55	65	95	85	70	460	45	NA	50	normal	1	Dual	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Genderless	Normal	168
338	Solrock	338	NotEvolving	3	rock	psychic	1.2	154	90	95	85	55	65	70	460	45	NA	50	normal	1	Dual	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Genderless	Normal	106.9444444
339	Barboach	339	Base	3	water	ground	0.4	1.9	50	48	43	46	41	60	288	190	50	50	normal	0	Dual	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	11.875
339	Whiscash	340	Phase1	3	water	ground	0.9	23.6	110	78	73	76	71	60	468	75	50	50	normal	0	Dual	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	29.13580247
341	Corphish	341	Base	3	water	NA	0.6	11.5	43	80	65	50	35	35	308	205	50	50	normal	0	Single	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	31.94444444
341	Crawdaunt	342	Phase1	3	water	dark	1.1	32.8	63	120	85	90	55	55	468	155	50	50	normal	0	Dual	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Equal	Normal	27.10743802
343	Baltoy	343	Base	3	ground	psychic	0.5	21.5	40	40	55	40	70	55	300	255	NA	50	normal	1	Dual	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Genderless	Normal	86
343	Claydol	344	Phase1	3	ground	psychic	1.5	108	60	70	105	70	120	75	500	90	NA	50	normal	1	Dual	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Genderless	Normal	48
345	Lileep	345	Base	3	rock	grass	1	23.8	66	41	77	61	87	23	355	45	87.5	50	normal	0	Dual	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	23.8
345	Cradily	346	Phase1	3	rock	grass	1.5	60.4	86	81	97	81	107	43	495	45	87.5	50	normal	0	Dual	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	26.84444444
347	Anorith	347	Base	3	rock	bug	0.7	12.5	45	95	50	40	50	75	355	45	87.5	50	normal	0	Dual	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	25.51020408
347	 Armaldo	348	Phase1	3	rock	bug	1.5	68.2	75	125	100	70	80	45	495	45	87.5	50	normal	0	Dual	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	30.31111111
349	Feebas	349	Base	3	water	NA	0.6	7.4	20	15	20	10	55	80	200	255	50	50	normal	0	Single	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	20.55555556
349	Milotic	350	Phase1	3	water	NA	6.2	162	95	60	79	100	125	81	540	60	50	50	normal	0	Single	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	4.214360042
351	Castform	351	NotEvolving	3	normal	NA	0.3	0.8	70	70	70	70	70	70	420	45	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Equal	Normal	8.888888889
352	Kecleon	352	NotEvolving	3	normal	NA	1	22	60	90	70	60	120	40	440	200	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Equal	Normal	22
353	Shuppet	353	Base	3	ghost	NA	0.6	2.3	44	75	35	63	33	45	295	225	50	35	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Equal	Unhappy	6.388888889
353	Banette	354	Phase1	3	ghost	NA	1.1	12.5	64	115	65	83	63	65	455	45	50	35	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Equal	Unhappy	10.33057851
355	Duskull	355	Base	3	ghost	NA	0.8	15	20	40	90	30	90	25	295	190	50	35	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Equal	Unhappy	23.4375
355	Dusclops	356	Phase1	3	ghost	NA	1.6	30.6	40	70	130	60	130	25	455	90	50	35	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Equal	Unhappy	11.953125
357	Tropius	357	NotEvolving	3	grass	flying	2	100	99	68	83	72	87	51	460	200	50	50	normal	0	Dual	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	Equal	Normal	25
433	Chimecho	358	Base	3	psychic	NA	0.6	1	75	50	80	95	90	65	455	45	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Equal	Normal	2.777777778
359	Absol	359	NotEvolving	3	dark	NA	1.2	47	65	130	60	75	60	75	465	30	50	35	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Equal	Unhappy	32.63888889
360	Wynaut	360	Baby	3	psychic	NA	0.6	14	95	23	48	23	48	23	260	125	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Equal	Normal	38.88888889
361	Snorunt	361	Base	3	ice	NA	0.7	16.8	50	50	50	50	50	50	300	190	50	50	normal	0	Single	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Equal	Normal	34.28571429
361	Glalie	362	Phase1	3	ice	NA	1.5	256.5	80	80	80	80	80	80	480	75	50	50	normal	0	Single	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Equal	Normal	114
363	Spheal	363	Base	3	ice	water	0.8	39.5	70	40	50	55	50	25	290	255	50	50	normal	0	Dual	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Equal	Normal	61.71875
363	Sealeo	364	Phase1	3	ice	water	1.1	87.6	90	60	70	75	70	45	410	120	50	50	normal	0	Dual	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Equal	Normal	72.39669421
363	Walrein	365	Phase2	3	ice	water	1.4	150.6	110	80	90	95	90	65	530	45	50	50	normal	0	Dual	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Equal	Normal	76.83673469
366	Clamperl	366	Base	3	water	NA	0.4	52.5	35	64	85	74	55	32	345	255	50	50	normal	0	Single	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	328.125
366	Huntail	367	Phase1	3	water	NA	1.7	27	55	104	105	94	75	52	485	60	50	50	normal	0	Single	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	9.342560554
366	Gorebyss	368	Phase1	3	water	NA	1.8	22.6	55	84	105	114	75	52	485	60	50	50	normal	0	Single	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	6.975308642
369	Relicanth	369	NotEvolving	3	water	rock	1	23.4	100	90	130	45	65	55	485	25	87.5	50	normal	0	Dual	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	23.4
370	Luvdisc	370	NotEvolving	3	water	NA	0.6	8.7	43	30	55	40	65	97	330	225	25	50	normal	0	Single	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Mostly females	Normal	24.16666667
371	Bagon	371	Base	3	dragon	NA	0.6	42.1	45	75	60	40	30	50	300	45	50	35	normal	0	Single	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Equal	Unhappy	116.9444444
371	Shelgon	372	Phase1	3	dragon	NA	1.1	110.5	65	95	100	60	50	50	420	45	50	35	normal	0	Single	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Equal	Unhappy	91.32231405
371	Salamence	373	Phase2	3	dragon	flying	1.5	102.6	95	135	80	110	80	100	600	45	50	35	normal	0	Dual	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	Equal	Unhappy	45.6
374	Beldum	374	Base	3	steel	psychic	0.6	95.2	40	55	80	35	60	30	300	3	NA	35	normal	1	Dual	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Genderless	Unhappy	264.4444444
374	Metang	375	Phase1	3	steel	psychic	1.2	202.5	60	75	100	55	80	50	420	3	NA	35	normal	1	Dual	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Genderless	Unhappy	140.625
374	Metagross	376	Phase2	3	steel	psychic	1.6	550	80	135	130	95	90	70	600	3	NA	35	normal	1	Dual	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Genderless	Unhappy	214.84375
377	Regirock	377	NotEvolving	3	rock	NA	1.7	230	80	100	200	50	100	50	580	3	NA	35	sub-legendary	1	Single	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Genderless	Unhappy	79.58477509
378	Regice	378	NotEvolving	3	ice	NA	1.8	175	80	50	100	100	200	50	580	3	NA	35	sub-legendary	1	Single	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Genderless	Unhappy	54.01234568
379	Registeel	379	NotEvolving	3	steel	NA	1.9	205	80	75	150	75	150	50	580	3	NA	35	sub-legendary	1	Single	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Genderless	Unhappy	56.7867036
380	Latias	380	NotEvolving	3	dragon	psychic	1.4	40	80	80	90	110	130	110	600	3	0	90	sub-legendary	0	Dual	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	Mostly females	Happy	20.40816327
381	Latios	381	NotEvolving	3	dragon	psychic	2	60	80	90	80	130	110	110	600	3	100	90	sub-legendary	0	Dual	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	Mostly males	Happy	15
